"","Company","BeanOrigin","ReviewDate_day","ReviewDate","CocoaPercent","CompanyLocation","Rating","BeanType","BroadBeanOrigin","BroadBeanOrigin_cate","CompanyLocation_cate","CocoaPercent_num"
"223","Bonnat","Kaori",1339,2014,"75%","France",4,NA,"Brazil","Other","France",0.75
"224","Bonnat","Los Colorados, Santo Domingo, Equateur",1418,2014,"75%","France",3.25,NA,"Dominican Republic","Dominican Republic","France",0.75
"225","Bonnat","Surfin",1418,2014,"65%","France",3.75,NA,"Venez,Africa,Brasil,Peru,Mex","Other","France",0.65
"226","Bonnat","Maragnam",1038,2013,"75%","France",3.5,NA,"Brazil","Other","France",0.75
"227","Bonnat","Gabon",1042,2013,"75%","France",3.25,NA,"Gabon","Other","France",0.75
"228","Bonnat","Cuba",629,2011,"75%","France",3.5,"Trinitario","Cuba","Other","France",0.75
"229","Bonnat","Cusco, Cacao Cusco",629,2011,"75%","France",3.5,NA,"Peru","Peru","France",0.75
"230","Bonnat","Piura Blanco",629,2011,"75%","France",3.5,"Forastero (Nacional)","Peru","Peru","France",0.75
"231","Bonnat","Libanio",629,2011,"75%","France",3.75,NA,"Brazil","Other","France",0.75
"232","Bonnat","Haiti",629,2011,"75%","France",4,NA,"Haiti","Other","France",0.75
"233","Bonnat","Madagascar, 100% criollo",629,2011,"75%","France",4,"Criollo","Madagascar","Madagascar","France",0.75
"234","Bonnat","Juliana",672,2011,"75%","France",3.5,NA,"Brazil","Other","France",0.75
"235","Bonnat","Jamaique",761,2011,"75%","France",3.25,"Trinitario","Jamaica","Other","France",0.75
"236","Bonnat","Ivory Coast",331,2009,"75%","France",3,NA,"Ivory Coast","Other","France",0.75
"237","Bonnat","Porcelana, Apotequil",336,2009,"75%","France",2.75,"Criollo","Peru","Peru","France",0.75
"238","Bonnat","Porcelana, Tabasco, Marfil de Blanco",336,2009,"75%","France",3,"Criollo","Mexico","Other","France",0.75
"239","Bonnat","Xoconusco, cacao Real",395,2009,"75%","France",3,"Criollo","Mexico","Other","France",0.75
"240","Bonnat","Porcelana, Venezuela",199,2008,"75%","France",4,"Criollo (Porcelana)","Venezuela","Venezuela","France",0.75
"241","Bonnat","Equateur",123,2007,"75%","France",2.5,"Forastero (Arriba)","Ecuador","Ecuador","France",0.75
"242","Bonnat","Trinite",24,2006,"75%","France",3.75,"Trinitario","Carribean","Other","France",0.75
"243","Bonnat","Ocumare, Puerto Cabello",32,2006,"75%","France",4,NA,"Venezuela","Venezuela","France",0.75
"244","Bonnat","Maracaibo, El Rosario",48,2006,"75%","France",4,"Criollo","Venezuela","Venezuela","France",0.75
"245","Bonnat","Madagascar",75,2006,"75%","France",4,"Trinitario","Madagascar","Madagascar","France",0.75
"246","Bonnat","One Hundred",81,2006,"100%","France",1.5,NA,NA,"Other","France",1
"247","Bonnat","Ceylan",81,2006,"75%","France",3,NA,"Sri Lanka","Other","France",0.75
"248","Bonnat","Chuao",81,2006,"75%","France",4,"Trinitario","Venezuela","Venezuela","France",0.75
"249","Bouga Cacao (Tulicorp)","El Oro, Hacienda de Oro",316,2009,"77%","Ecuador",3.25,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.77
"250","Bouga Cacao (Tulicorp)","El Oro, Hacienda de Oro",341,2009,"100%","Ecuador",1.5,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",1
"251","Bowler Man","Maya Mountain",1267,2014,"70%","U.S.A.",2.75,"Trinitario","Belize","Other","U.S.A.",0.7
"252","Bowler Man","Conacado",1271,2014,"70%","U.S.A.",2.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"253","Brasstown aka It's Chocolate","Guasare, Zulia Prov.",1868,2016,"70%","U.S.A.",3.5,"Criollo","Venezuela","Venezuela","U.S.A.",0.7
"254","Brasstown aka It's Chocolate","O'payo, Waslala",1868,2016,"70%","U.S.A.",3.75,NA,"Nicaragua","Other","U.S.A.",0.7
"255","Brasstown aka It's Chocolate","Conacado",1462,2015,"68%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.68
"256","Brasstown aka It's Chocolate","Maya Mountain",1255,2014,"70%","U.S.A.",3.75,"Trinitario","Belize","Other","U.S.A.",0.7
"257","Brasstown aka It's Chocolate","Chuao",1355,2014,"70%","U.S.A.",4,"Trinitario","Venezuela","Venezuela","U.S.A.",0.7
"258","Brasstown aka It's Chocolate","Cooproagro",1125,2013,"72%","U.S.A.",3,"Trinitario","Dominican Republic","Dominican Republic","U.S.A.",0.72
"259","Brasstown aka It's Chocolate","Camino Verde, Guayas",1125,2013,"70%","U.S.A.",3.25,NA,"Ecuador","Ecuador","U.S.A.",0.7
"260","Brasstown aka It's Chocolate","Ghana",1129,2013,"75%","U.S.A.",3.5,"Forastero","Ghana","Other","U.S.A.",0.75
"261","Brasstown aka It's Chocolate","Chuao, Mantuano blend",1129,2013,"85%","U.S.A.",3.5,"Trinitario","Venezuela","Venezuela","U.S.A.",0.85
"262","Brazen","Elvesia P.",1514,2015,"60%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.6
"263","Brazen","Elvesia P.",1514,2015,"80%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.8
"264","Brazen","Alta Verapaz, 2014",1514,2015,"70%","U.S.A.",3.5,NA,"Guatemala","Other","U.S.A.",0.7
"265","Brazen","Ambolikapiky P.",1518,2015,"80%","U.S.A.",2.75,NA,"Madagascar","Madagascar","U.S.A.",0.8
"266","Brazen","Maya Mountain",1518,2015,"80%","U.S.A.",3.25,"Trinitario","Belize","Other","U.S.A.",0.8
"267","Brazen","Ambolikapkly P.",1518,2015,"60%","U.S.A.",3.25,NA,"Madagascar","Madagascar","U.S.A.",0.6
"268","Breeze Mill","Jamaica",1149,2013,"70%","U.S.A.",3,"Trinitario","Jamaica","Other","U.S.A.",0.7
"269","Bright","Somia Plantation",1231,2014,"72%","Australia",3,"Trinitario","Madagascar","Madagascar","Australia",0.72
"270","Bright","Marabel Farms",1231,2014,"70%","Australia",3.5,NA,"Dominican Republic","Dominican Republic","Australia",0.7
"271","Bright","Camino Verde, Balao, Guayas",1231,2014,"72%","Australia",3.5,NA,"Ecuador","Ecuador","Australia",0.72
"272","Bright","Gran Couva",1235,2014,"68%","Australia",2.75,"Trinitario","Trinidad","Other","Australia",0.68
"273","Britarev","Ecuador",1638,2015,"70%","Russia",3.25,NA,"Ecuador","Ecuador","Other",0.7
"274","Bronx Grrl Chocolate","Dominican Republic",1181,2013,"68%","U.S.A.",2.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.68
"275","Burnt Fork Bend","Trinidad",1299,2014,"72%","U.S.A.",3.25,"Trinitario","Trinidad","Other","U.S.A.",0.72
"276","Burnt Fork Bend","Mindo",1299,2014,"72%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.72
"277","Burnt Fork Bend","Belize",1303,2014,"72%","U.S.A.",3.25,"Trinitario","Belize","Other","U.S.A.",0.72
"278","Burnt Fork Bend","Blend",1303,2014,"72%","U.S.A.",3.25,"Blend",NA,"Other","U.S.A.",0.72
"279","Burnt Fork Bend","Ecuador, Bob Bar",1323,2014,"60%","U.S.A.",2.5,NA,"Ecuador","Ecuador","U.S.A.",0.6
"280","Cacao Arabuco","Puerto Rico",1606,2015,"70%","Puerto Rico",2.5,NA,"Puerto Rico","Other","Other",0.7
"281","Cacao Atlanta","Tumbes",1215,2014,"75%","U.S.A.",2.5,"Criollo","Peru","Peru","U.S.A.",0.75
"282","Cacao Atlanta","Dominican Republic, ""Love Bar""",502,2010,"75%","U.S.A.",2.5,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.75
"283","Cacao Atlanta","Dominican Republic w/ nibs",502,2010,"75%","U.S.A.",2.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.75
"284","Cacao Atlanta","Patanemo",600,2010,"75%","U.S.A.",2.25,NA,"Venezuela","Venezuela","U.S.A.",0.75
"285","Cacao Barry","Grand 'Anse",1716,2016,"65%","France",3.5,"Trinitario, Criollo","Haiti","Other","France",0.65
"286","Cacao Barry","Santo Domingo",586,2010,"70%","France",3,NA,"Dominican Republic","Dominican Republic","France",0.7
"287","Cacao Barry","Tanzania",300,2008,"75%","France",2,NA,"Tanzania","Other","France",0.75
"288","Cacao Barry","Venezuela",141,2007,"72%","France",2,NA,"Venezuela","Venezuela","France",0.72
"289","Cacao Barry","Mexico",147,2007,"66%","France",3,NA,"Mexico","Other","France",0.66
"290","Cacao de Origen","Chuao",1688,2015,"77%","Venezuela",3.5,"Trinitario","Venezuela","Venezuela","Other",0.77
"291","Cacao de Origen","Rio Caribe",1692,2015,"75%","Venezuela",3.25,"Trinitario","Venezuela","Venezuela","Other",0.75
"292","Cacao de Origen","Agua Fria; Sucre region",1391,2014,"75%","Venezuela",2.5,NA,"Venezuela","Venezuela","Other",0.75
"293","Cacao de Origen","Macuare; Miranda; Chloe formula",1391,2014,"74%","Venezuela",3.25,NA,"Venezuela","Venezuela","Other",0.74
"294","Cacao de Origen","Chuao, Aragua region",1391,2014,"75%","Venezuela",3.5,"Trinitario","Venezuela","Venezuela","Other",0.75
"295","Cacao de Origen","Chuao, Aragua region",1395,2014,"70%","Venezuela",3.75,"Trinitario","Venezuela","Venezuela","Other",0.7
"296","Cacao de Origin","Hacienda la Trinidad",1668,2015,"74%","Venezuela",3.25,NA,"Venezuela","Venezuela","Other",0.74
"297","Cacao Hunters","Macondo",1816,2016,"71%","Colombia",3.75,NA,"Colombia","Other","Other",0.71
"298","Cacao Hunters","Perla Negra",1816,2016,"74%","Colombia",3.75,NA,"Colombia","Other","Other",0.74
"299","Cacao Hunters","Arhuacos",1662,2015,"72%","Colombia",3.75,NA,"Colombia","Other","Other",0.72
"300","Cacao Hunters","Sierra Nevada",1430,2014,"64%","Colombia",3.5,NA,"Colombia","Other","Other",0.64
"301","Cacao Hunters","Tumaco",1430,2014,"70%","Colombia",3.5,NA,"Colombia","Other","Other",0.7
"302","Cacao Hunters","Boyaca, Aprocampa Coop, Pauna",1434,2014,"69%","Colombia",2.75,NA,"Colombia","Other","Other",0.69
"303","Cacao Hunters","Arauca",1434,2014,"70%","Colombia",3.25,NA,"Colombia","Other","Other",0.7
"304","Cacao Market","Jutiapa, lot 050916D",1860,2016,"70%","U.S.A.",3.5,"Trinitario","Honduras","Other","U.S.A.",0.7
"305","Cacao Prieto","Criollo, Dominican Republic",991,2012,"72%","U.S.A.",3.75,"Criollo","Dominican Republic","Dominican Republic","U.S.A.",0.72
"306","Cacao Prieto","Dominican Republicm, rustic",641,2011,"72%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.72
"307","Cacao Prieto","Dominican Republic",641,2011,"66%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.66
"308","Cacao Prieto","Dominican Republic, rustic",647,2011,"65%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.65
"309","Cacao Sampaka","Mahali, Kasai",1908,2016,"70%","Spain",3.5,"Criollo","Congo","Other","Other",0.7
"310","Cacao Sampaka","Madagascar",508,2010,"71%","Spain",3.5,"Trinitario","Madagascar","Madagascar","Other",0.71
"311","Cacao Sampaka","Ecuador",523,2010,"71%","Spain",3.75,NA,"Ecuador","Ecuador","Other",0.71
"312","Cacao Sampaka","Papua",523,2010,"71%","Spain",4,NA,"Papua New Guinea","Other","Other",0.71
"313","Cacao Sampaka","Grenada",537,2010,"71%","Spain",3.25,"Trinitario","Grenada","Other","Other",0.71
"314","Cacao Sampaka","Venezuela",537,2010,"71%","Spain",3.5,NA,"Venezuela","Venezuela","Other",0.71
"315","Cacao Sampaka","Venezuela",537,2010,"77%","Spain",3.5,NA,"Venezuela","Venezuela","Other",0.77
"316","Cacao Sampaka","Porcelana, Tabasco, La Joya",336,2009,"70%","Spain",4,"Criollo","Mexico","Other","Other",0.7
"317","Cacao Sampaka","Xoconusco, Chiapas",346,2009,"70%","Spain",4,"Criollo","Mexico","Other","Other",0.7
"318","Cacao Store","Madagascar",1684,2015,"70%","Japan",3,"Trinitario","Madagascar","Madagascar","Other",0.7
"319","Cacao Store","Peru",1684,2015,"70%","Japan",3.25,NA,"Peru","Peru","Other",0.7
"320","Cacao Store","Vietnam",1684,2015,"70%","Japan",3.5,"Trinitario","Vietnam","Other","Other",0.7
"321","Cacaosuyo (Theobroma Inversiones)","Piura",1173,2013,"70%","Peru",3.25,NA,"Peru","Peru","Other",0.7
"322","Cacaoyere (Ecuatoriana)","Amazonia",237,2008,"63%","Ecuador",3.5,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.63
"323","Cacaoyere (Ecuatoriana)","Esmeraldas",237,2008,"71%","Ecuador",3.5,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.71
"324","Cacaoyere (Ecuatoriana)","Bolivar",245,2008,"82%","Ecuador",2.5,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.82
"325","Cacaoyere (Ecuatoriana)","Pichincha",259,2008,"91%","Ecuador",1.5,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.91
"326","Callebaut","Grenade",296,2008,"60%","Belgium",2.75,"Trinitario","Grenada","Other","Belgium",0.6
"327","Callebaut","Baking",141,2007,"70%","Belgium",1,NA,"Ecuador","Ecuador","Belgium",0.7
"328","C-Amaro","Cuba",1442,2014,"75%","Italy",2.5,NA,"Cuba","Other","Italy",0.75
"329","C-Amaro","Dominican Republic",1442,2014,"72%","Italy",3,NA,"Dominican Republic","Dominican Republic","Italy",0.72
"330","C-Amaro","Lago di Como, Blu",1442,2014,"70%","Italy",3.5,"Blend",NA,"Other","Italy",0.7
"331","C-Amaro","Ecuador",1185,2013,"100%","Italy",3.5,NA,"Ecuador","Ecuador","Italy",1
"332","C-Amaro","Venezuela",809,2012,"80%","Italy",3,NA,"Venezuela","Venezuela","Italy",0.8
"333","C-Amaro","Sao Tome",749,2011,"78%","Italy",2.25,"Forastero","Sao Tome","Other","Italy",0.78
"334","C-Amaro","Trinidad",765,2011,"70%","Italy",2.5,"Trinitario","Trinidad","Other","Italy",0.7
"335","Cao","Porcelana",1804,2016,"75%","U.S.A.",2.5,"Criollo","Venezuela","Venezuela","U.S.A.",0.75
"336","Cao","Tanzania",1804,2016,"73%","U.S.A.",2.75,NA,"Tanzania","Other","U.S.A.",0.73
"337","Cao","Porcelana, Batch 5163",1804,2016,"70%","U.S.A.",3,"Criollo","Venezuela","Venezuela","U.S.A.",0.7
"338","Cao","Bolivia",1808,2016,"75%","U.S.A.",3,NA,"Bolivia","Other","U.S.A.",0.75
"339","Cao","Brazil",1808,2016,"70%","U.S.A.",3.25,"Trinitario","Brazil","Other","U.S.A.",0.7
"340","Caoni (Tulicorp)","Esmeraldas",237,2008,"77%","Ecuador",2,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.77
"341","Caoni (Tulicorp)","Manabi",237,2008,"77%","Ecuador",2.5,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.77
"342","Caoni (Tulicorp)","Los Rios",245,2008,"77%","Ecuador",2.75,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.77
"343","Caoni (Tulicorp)","Manabi",266,2008,"55%","Ecuador",3,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.55
"344","Caoni (Tulicorp)","Los Rios",269,2008,"55%","Ecuador",3.25,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.55
"345","Caoni (Tulicorp)","Esmeraldas",269,2008,"55%","Ecuador",3.5,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.55
"346","Captain Pembleton","Saidor Estate, Madang P.",1263,2014,"70%","New Zealand",3.5,"Trinitario","Papua New Guinea","Other","Other",0.7
"347","Captain Pembleton","Kulili Estate",1263,2014,"70%","New Zealand",3.75,NA,"Papua New Guinea","Other","Other",0.7
"348","Caribeans","Antigua, Special Reserve",1582,2015,"72%","Costa Rica",3.5,NA,"Guatemala","Other","Other",0.72
"349","Caribeans","Talamanca, Raul-Kekoldo community",1586,2015,"72%","Costa Rica",3.25,NA,"Costa Rica","Other","Other",0.72
"350","Caribeans","Anselmo Paraiso Estate",1586,2015,"72%","Costa Rica",3.5,NA,"Costa Rica","Other","Other",0.72
"351","Caribeans","Costa Rica",841,2012,"72%","Costa Rica",3,"Forastero","Costa Rica","Other","Other",0.72
"352","Caribeans","Costa Rica",845,2012,"80%","Costa Rica",2.75,"Forastero","Costa Rica","Other","Other",0.8
"353","Carlotta Chocolat","Arauca",1884,2016,"65%","Colombia",3,"Trinitario","Colombia","Other","Other",0.65
"354","Carlotta Chocolat","Tumaco",1888,2016,"65%","Colombia",3.25,"Trinitario","Colombia","Other","Other",0.65
"355","Carlotta Chocolat","Cordoba",1888,2016,"65%","Colombia",3.25,"Trinitario","Colombia","Other","Other",0.65
"356","Carlotta Chocolat","Huila",1888,2016,"65%","Colombia",3.5,"Trinitario","Colombia","Other","Other",0.65
"357","Carlotta Chocolat","Cesar",1888,2016,"65%","Colombia",3.5,"CCN51","Colombia","Other","Other",0.65
"358","Castronovo","Maya Mtn, Batch 454, Heirloom",1724,2016,"72%","U.S.A.",4,"Trinitario","Belize","Other","U.S.A.",0.72
"359","Castronovo","the lost city, gracias a dias, batch 362",1570,2015,"72%","U.S.A.",3.5,"Trinitario","Honduras","Other","U.S.A.",0.72
"360","Castronovo","Duarte, Batch 360",1570,2015,"70%","U.S.A.",3.75,"Criollo, Trinitario","Domincan Republic","Other","U.S.A.",0.7
"361","Castronovo","Piaroa, Amazonas, Batch 350",1574,2015,"72%","U.S.A.",3.5,NA,"Venezuela","Venezuela","U.S.A.",0.72
"362","Castronovo","Sierra Nevada",1347,2014,"72%","U.S.A.",3.5,"Criollo, Trinitario","Colombia","Other","U.S.A.",0.72
"363","Castronovo","Arauca",1371,2014,"76%","U.S.A.",3.5,"Criollo, Trinitario","Colombia","Other","U.S.A.",0.76
"364","Castronovo","Elvesia P.",1407,2014,"70%","U.S.A.",2.75,"Trinitario","Dominican Republic","Dominican Republic","U.S.A.",0.7
"365","Castronovo","Bolivia",1101,2013,"70%","U.S.A.",3,"Trinitario","Bolivia","Other","U.S.A.",0.7
"366","Castronovo","Conacado",1101,2013,"73%","U.S.A.",3.5,"Trinitario","Dominican Republic","Dominican Republic","U.S.A.",0.73
"367","Castronovo","San Martin",1105,2013,"70%","U.S.A.",2.5,"Criollo","Peru","Peru","U.S.A.",0.7
"368","Castronovo","Guaniamo, Amazonas",1105,2013,"70%","U.S.A.",3.25,NA,"Venezuela","Venezuela","U.S.A.",0.7
"369","Castronovo","Nicaragua",1109,2013,"72%","U.S.A.",3.25,"Trinitario","Nicaragua","Other","U.S.A.",0.72
"370","Castronovo","Tumbes",1153,2013,"70%","U.S.A.",2.75,"Criollo","Peru","Peru","U.S.A.",0.7
"371","Castronovo","Guaniamo",1153,2013,"72%","U.S.A.",3,NA,"Venezuela","Venezuela","U.S.A.",0.72
"372","Cello","Ecuador",1247,2014,"70%","U.S.A.",2.5,NA,"Ecuador","Ecuador","U.S.A.",0.7
"373","Cello","Peru",1247,2014,"70%","U.S.A.",2.75,NA,"Peru","Peru","U.S.A.",0.7
"374","Cello","Venezuela",1251,2014,"70%","U.S.A.",2.75,NA,"Venezuela","Venezuela","U.S.A.",0.7
"375","Cello","Bolivia",1251,2014,"70%","U.S.A.",3,NA,"Bolivia","Other","U.S.A.",0.7
"376","Cemoi","Equateur",404,2009,"72%","France",2.75,NA,"Ecuador","Ecuador","France",0.72
"377","Chaleur B","Uganda",1426,2014,"70%","Canada",2.75,"Forastero","Uganda","Other","Canada",0.7
"378","Charm School","Maya Mtn",1900,2016,"70%","U.S.A.",3.25,NA,"Belize","Other","U.S.A.",0.7
"379","Chchukululu (Tulicorp)","Arriba",486,2010,"55%","Ecuador",2.75,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.55
"380","Chchukululu (Tulicorp)","Los Rios",252,2008,"75%","Ecuador",3,"Forastero (Arriba)","Ecuador","Ecuador","Ecuador",0.75
"381","Chequessett","la Amistad",1235,2014,"70%","U.S.A.",3.5,NA,"Costa Rica","Other","U.S.A.",0.7
"382","Chloe Chocolat","Blend No. 1",672,2011,"70%","France",3.5,NA,NA,"Other","France",0.7
"383","Chocablog","Ecuador",1454,2015,"70%","U.K.",3.25,NA,"Ecuador","Ecuador","U.K.",0.7
"384","Choco Del Sol","Maya Mountain w/ nibs",1407,2014,"75%","Germany",3,"Trinitario","Belize","Other","Germany",0.75
"385","Choco Del Sol","Maya Mountain",1407,2014,"82%","Germany",3.25,"Trinitario","Belize","Other","Germany",0.82
"386","Choco Dong","Mekong Delta, early 2014 Harvest",1696,2015,"70%","South Korea",2.75,"Trinitario","Vietnam","Other","Other",0.7
"387","Choco Dong","Tawau, Oct. 2015 Harvest",1696,2015,"70%","South Korea",3.5,"Trinitario","Malaysia","Other","Other",0.7
"388","Chocolarder","Peru",1482,2015,"65%","U.K.",2.5,"Criollo","Peru","Peru","U.K.",0.65
"389","Chocolarder","Peru + nibs",1482,2015,"65%","U.K.",2.75,"Criollo","Peru","Peru","U.K.",0.65
"390","Chocolarder","Dominican Republic",1514,2015,"80%","U.K.",2.5,NA,"Dominican Republic","Dominican Republic","U.K.",0.8
"391","Chocola'te","Madagascar",647,2011,"70%","U.S.A.",3.75,"Trinitario","Madagascar","Madagascar","U.S.A.",0.7
"392","Chocola'te","Venezuela",647,2011,"68%","U.S.A.",3.75,NA,"Venezuela","Venezuela","U.S.A.",0.68
"393","Chocolate Alchemist-Philly","Tumbes, ""Zarumilla""",1772,2016,"90%","U.S.A.",2.5,NA,"Peru","Peru","U.S.A.",0.9
"394","Chocolate Alchemist-Philly","Philly Blend, 5 plantations",1772,2016,"80%","U.S.A.",2.5,NA,NA,"Other","U.S.A.",0.8
"395","Chocolate Con Amor","Wild Bolivian",1760,2016,"70%","U.S.A.",2.5,NA,"Bolivia","Other","U.S.A.",0.7
"396","Chocolate Con Amor","Uganda",1760,2016,"70%","U.S.A.",2.75,NA,"Uganda","Other","U.S.A.",0.7
"397","Chocolate Con Amor","Dominican Republic",1764,2016,"60%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.6
"398","Chocolate Con Amor","Dominican Republic",1764,2016,"75%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.75
"399","Chocolate Con Amor","Ocumare",1764,2016,"80%","U.S.A.",3,"Criollo (Ocumare)","Venezuela","Venezuela","U.S.A.",0.8
"400","Chocolate Con Amor","Ecuador",1764,2016,"70%","U.S.A.",3.25,NA,"Ecuador","Ecuador","U.S.A.",0.7
"401","Chocolate Con Amor","Nicaragua",1768,2016,"80%","U.S.A.",2.75,NA,"Nicaragua","Other","U.S.A.",0.8
"402","Chocolate Conspiracy","Peru",1259,2014,"74%","U.S.A.",2.75,NA,"Peru","Peru","U.S.A.",0.74
"403","Chocolate Makers","Tres Hombres",1530,2015,"75%","Amsterdam",3.25,"Trinitario","Dominican Republic","Dominican Republic","Other",0.75
"404","Chocolate Makers","Congo, Gorilla bar",1530,2015,"68%","Amsterdam",3.5,"Forastero","Congo","Other","Other",0.68
"405","Chocolate Makers","Peru, Awagum bar",1530,2015,"80%","Amsterdam",3.75,"Criollo","Peru","Peru","Other",0.8
"406","Chocolate Tree, The","Maranon",1582,2015,"69%","Scotland",3.75,"Forastero (Nacional)","Peru","Peru","Other",0.69
"407","Chocolate Tree, The","Carenero Superior",1582,2015,"80%","Scotland",3.75,"Trinitario","Venezuela","Venezuela","Other",0.8
"408","Chocolate Tree, The","Peru",1121,2013,"70%","Scotland",3.75,"Forastero (Nacional)","Peru","Peru","Other",0.7
"409","Chocolate Tree, The","Ecuador",919,2012,"82%","Scotland",2.5,"Forastero (Arriba)","Ecuador","Ecuador","Other",0.82
"410","Chocolate Tree, The","Peru",919,2012,"68%","Scotland",2.75,"Criollo","Peru","Peru","Other",0.68
"411","Chocolate Tree, The","Madagascar",919,2012,"72%","Scotland",3.25,"Criollo","Madagascar","Madagascar","Other",0.72
"412","Chocolats Privilege","Xoconusco",1219,2014,"70%","Canada",2.5,"Criollo","Mexico","Other","Canada",0.7
"413","ChocoReko","Patanemo",1454,2015,"77%","Japan",3,"Criollo","Venezuela","Venezuela","Other",0.77
